Index;Location;Province;Genus;species-clone;type-of-sample;Asymptomatic-diseased;Nursery-Field;Roots;Root-Collar;Stem;Growth-tip;Needles-Leaves;results
132;Tweedie;Kwazulu-Natal;Pinus;caribaeaevarhondurensdis;Hedge;D;N;Healthy;Welldeveloped,J-rooting,Dead;Discolorationn,Outerbark,Cambium,Betweenouterandinnerbark;Discoloration,Outerbark,Cambium,Betweenouterandinnerbark;Wilted;Fusariumcircitumscreening
133;Howick;Kwazulu-Natal;Pinus;caribaeaevarhondurensdis;Seed/Cuttings;D;F;Healthy;Healthyy;Discolorationn,Outerbark;Healthy;Wilted;FusariumcircitumandDiplodiascreening
134;Howick;Kwazulu-Natal;Pinus;caribaeaevarhondurensdis;Seed/Cuttings;D;F;Healthy;Fewroots,Dead;Health;Healthy;Wilted;FusariumcircitumandDiplodiascreening
135;Swaziland;WesternCape;eucalyptus;cloeziana;Seed;D;F;Die-back;Dead;Health;Healthy;Healthy;FSPrysphearia
136;Riverdale;WesternCape;eucalyptus;cloeziana;Seed;D;N;Brownroots,Greentips;Browndiscoloration;Mechanicaldamage,Discolorationn,Cambium;Alive;Discoloration;Pythium
137;Cramond;Mpumalanga;eucalyptus;clone;Seed,root;D;F;Welldeveloped,Healthy;Welldeveloped,J-rooting,Dead,Plugboundd;Clean;Alive;Wilted,Dead,Discoloration;Bdothidea
138;Ixopo;Kwazulu-Natal;Pinus;clone;Soilsample;A;N;Welldeveloped,Healthy;Welldeveloped,J-rooting;Health;Healthy;Wilted,Discoloration;Fusariumscreening
139;WhiteRiver;Mpumalanga;Pinus;clone;Seed/Cuttings;D;N;Root:shootratio;Fewroots;Health;Healthy;Discoloration;Fusariumciricnatum
140;Kwambonambi;Kwazulu-Natal;eucalyptus;clone;Seed,leaves;D;F;Die-back,Healthy;Fewroots,Healthyy;Discolorationn,Cambium,Fruitingbodies,Sapwood;Alive;Wilted,Discoloration;FSPsp
141;Tzaneen;Kwazulu-Natal;eucalyptus;clone;leaves;D;F;Die-back;Dead;Sapwood;Wilted;Alive;Phaeophleopsporasp
142;iswepe;Kwazulu-Natal;Acacia;decurrens;Seed,root,foliage;A;F;Die-back;Welldeveloped,J-rooting,Dead;Mechanicaldamage,Discolorationn;Wilted;Alive;Secondary/generalfungi&bacterium
143;Hilton;Kwazulu-Natal;Pinus;decurrens;Seed;A;N;Healthy;Welldeveloped,J-rooting,Dead,Plugboundd;Outerbark,Cambium;Alive;Wilted,Discoloration;Fusariumscreening
144;Lothair;WesternCape;Acacia;decurrens;Seed;D;F;Die-back;Dead;Mechanicaldamage,Discolorationn,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Mechanicaldamage,Kino/Gum/ResinExudation,Discoloration;Alive;Fusariumciricnatum
145;Highflats;Kwazulu-Natal;Acacia;decurrens;root;D;F;Welldeveloped,Healthy;Welldeveloped,J-rooting,Dead;Sapwood;ResinExudation;Wilted;FSPsp
146;Howick;Kwazulu-Natal;Pinus;decurrens;Seed/Cuttings;A;F;Root:shootratio;Healthyy;Health;Healthy;Alive;Fusariumciricnatum
147;Lothair;NothernCape;Acacia;decurrens;Seed;D;F;Die-back,Healthy;Welldeveloped,J-rooting;UnHealth;Healthy;Alive;Phytophthora
148;Lenjani;Epsom;Acacia;decurrens;Seed;D;F;Die-back;Dead;Health;Wilted,Discoloration;Wilted,Dead,Discoloration;FSPrysphearia
149;Greytown;Kwazulu-Natal;Pinus;decurrens;log;D;F;Die-back;Discoloration,Outerbark,Betweenouter&innerbark;Discolorationn;Alive;Alive;Diplodeapinea
150;WhiteRiver;Bergplaas;Pinus;decurrens;Seed;D;N;Healthy;Healthyy;Health;Healthy;Wilted;Foxy
151;Howick;Kwazulu-Natal;Pinus;decurrens;Seed/Cuttings;D;N;Welldeveloped,Healthy;Welldeveloped,Healthyy;Health;Discoloration;Alive;Fusariumscreening
152;klipkraal;Comrie;Pinus;decurrens;Seed/Cuttings;A;N;Healthy;Healthyy;Health;Healthy;Alive;Fusariumscreening
153;Ugie;Comrie;Pinus;decurrens;Seed/Cuttings;A;F;Healthy;Welldeveloped,Healthyy;Health;Healthy;Alive;Fusariumscreening
154;Howick;Kwazulu-Natal;Pinus;decurrens;Seed/Cuttings;D;N;Drytunted;Welldeveloped;Discolorationn;Discoloration;Dead;Fusariumscreening
155;Ngodwana;Mpumalanga;Pinus;decurrens;Seed/Cuttings;A;N;Drytunted;Fewroots;Discolorationn;Discoloration;Alive;Fusariumscreening
156;Ngodwana;Mpumalanga;Pinus;decurrens;Seed/Cuttings;A;N;Drycorch;Fewroots;Discolorationn;Discoloration;Alive,Wilted;Fusariumscreening
157;Howick;Kwazulu-Natal;Pinus;decurrens;Seed/Cuttings;D;N;Welldeveloped,Healthy;Welldeveloped,Dead,J-rooting;Discolorationn,Sapwood;Healthy,Discoloration;Dead;Fusariumscreening
158;WhiteRiver;Mpumalanga;Pinus;decurrens;Seed/Cuttings;D;N;Welldeveloped,J-rooting,Healthy;Welldeveloped,Dead;Health;Healthy;Alive;Fusariumscreening
159;Scottsville;WesternCape;Pinus;decurrens;Seed/Cuttings;A;N;Healthy;Healthyy;Health;Healthy;Alive;Fusariumscreening
160;Schwartzwald;WesternCape;Pinus;decurrens;Seed/Cuttings;D;N;Root:shootratio;Welldeveloped,Healthyy;Mechanicaldamage,Health,Discolorationn,Fruitingbodies,Sapwood;Healthy;Alive;bacterium
161;Southernareas;Kwazulu-Natal;eucalyptus;decurrens;Seed,roots,Branch;D;F;Die-back;Healthyy;Health;Alive;Dead;FSPrysphearia
162;Howick;Kwazulu-Natal;Rhus;decurrens;Seed/Cuttings;A;F;Root:shootratio,Healthy;J-rooting,Dead;Discolorationn;Healthy;Dead,Discoloration;Fusariumciricnatum
163;Ngodwana;Mpumalanga;Acacia;decurrens;Seed/Cuttings;A;F;Root:shootratio;Welldeveloped;Discolorationn,Outerbark;Discoloration,Cambium;Alive;Fusariumciricnatumnotidentified
164;Hilton;Kwazulu-Natal;Pinus;decurrens;Seed;A;F;Die-back;Welldeveloped,J-rooting,Dead,Plugboundd;Dead;Alive;Wilted,Discoloration;Secondarybacterium/Fungi
165;Howick;Kwazulu-Natal;Pinus;decurrens;Hedge;D;F;Browntips,Healthyroots;Welldeveloped;Discolorationn,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Discoloration,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Alive;NoFusariumciricnatumcircinatumorDiplodia
166;Hilton;Kwazulu-Natal;Pinus;decurrens;Seed;D;F;Root:shootratio;Dead;Health;Wilted;Alive;Diplodia
167;Tweedie;Kwazulu-Natal;Pinus;decurrens;Hedge;D;N;Looksealthy;J-rooting,Fewroots;Discolorationn,Outerbark;Healthy;Alive;Fusariumcircitumscreening
168;Howick;Kwazulu-Natal;Pinus;decurrens;Twigs/Branch;D;F;Healthy;Welldeveloped;Discolorationn,Outerbark;Discoloration,Outerbark;Wilted,Dead;FusariumcircitumandDiplodiascreening
169;Lothair;WesternCape;Acacia;decurrens;Seed;D;F;Die-back;Browndiscoloration;Discolorationn;Discoloration;Wilted,Dead,Discoloration;ScreeningforPhytophthora/Pythium
170;Greytown;Kwazulu-Natal;eucalyptus;decurrens;Seed/Cuttings;D;N;Die-back;Welldeveloped,J-rooting,Dead,Whitemycelia;Mechanicaldamage,Discolorationn,Cambium;Alive;Alive;DiseaseAlysisbacteriumlblight
171;Wilgeboom;Kwazulu-Natal;eucalyptus;dunni;leaves,Branch;D;F;Welldeveloped,Healthy;Welldeveloped,J-rooting,Dead,Plugboundd;Discolorationn;Wilted;Wilted,Discoloration;Cgleosporiodes
172;Tzaneen;Kwazulu-Natal;eucalyptus;dunni;Seed,leaves;D;F;Healthy;Fewroots,Dead;Discolorationn;Wilted,Die-back;Healthy;Powderymildew,FSPrysphearia
173;Howick;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;A;N;Die-back;Welldeveloped,Healthyy;Health,Discolorationn;Healthy;Alive;Fusariumscreening
174;Paulpietersburg;Kwazulu-Natal;Pinus;dunni;Water;A;N;Die-back;Welldeveloped,J-rooting,Dead;Discolorationn;Wilted;Alive;Fusariumscreening
175;WhiteRiver;Mpumalanga;Pinus;dunni;Seed/Cuttings;D;N;Healthy;Welldeveloped,Healthyy;Health;Healthy;Alive;Fusariumscreening
176;Ngodwana;Mpumalanga;Pinus;dunni;Seed/Cuttings;A;F;Die-back;Dead;Dead;Dead;Dead;Fusariumscreening
177;Ngodwana;Mpumalanga;Pinus;dunni;Seed/Cuttings;D;N;Die-back;Welldeveloped,Healthyy,Dead;Health;Healthy;Alive;Fusariumscreening
178;Ngodwana;Mpumalanga;Pinus;dunni;Seed/Cuttings;D;N;Die-back;Welldeveloped,Healthyy,Dead;Health;Healthy;Alive;Fusariumscreening
179;KLF;Bergplaas;Pinus;dunni;Seed/Cuttings;D;N;Root:shootratio,Die-back;Fewroots,Dead;Discolorationn;Healthy,Discoloration;Dead;Fusariumscreening
180;Howick;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;D;N;Die-back;Welldeveloped;Health;Healthy;Alive;Fusariumscreening
181;Ezigro;Bergplaas;Pinus;dunni;Seed/Cuttings;D;N;Die-back;Welldeveloped,Fewroots;Health,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood,Discolorationn;Healthy;Alive;Fusariumscreening
182;Newcastle;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;D;N;Die-back;Welldeveloped;Health,Discolorationn,Outerbark,Betweenouterandinnerbark;Healthy;Alive;Fusariumscreening
183;Tzaneen;Mpumalanga;eucalyptus;dunni;Seed/Cuttings;D;F;Welldeveloped,Healthy;Welldeveloped,Healthyy;Mechanicaldamage;Mechanicaldamage;Alive;ScreeningforFusariumciricnatum
184;Wilgeboom;Mpumalanga;eucalyptus;dunni;Seed/Cuttings;D;F;Welldeveloped,J-rooting,Healthy,Plugbound;Welldeveloped,Healthyy;Health;Healthy;Wilted;Xanthomonassp
185;Southernareas;Comrie;eucalyptus;dunni;Seed,roots,Branch;D;F;Healthy;Healthyy;Discolorationn;Wilted;Wilted,Discoloration;FSPrysphearia
186;Howick;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;D;F;Healthy;Welldeveloped,Healthyy,J-rooting;Discolorationn;Discoloration;Wilted,Dead,Discoloration;Secondary/generalfungi&bacterium
187;Realisation;Comrie;eucalyptus;dunni;Seed/Cuttings;D;N;Healthy;J-rooting,Fewroots;Discolorationn,Cambium;Discoloration,Cambium,Sapwood;Dead;FSPryspheariasp
188;Sabie;Mpumalanga;eucalyptus;dunni;Seed/Cuttings;A;F;Root:shootratio;Fewroots,Insect/mechanicaldamage;Discoloration,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Alive;Alive;Secondary/generalfungi&bacterium
189;Hilton;Kwazulu-Natal;eucalyptus;dunni;Seed/Cuttings;A;F;Healthy;Welldeveloped,Dead;Discolorationn,Outerbark,Betweenouterandinnerbark,Cambium;Healthy;Alive;Fusariumciricnatum
190;Tzaneen;Bergplaas;eucalyptus;dunni;Seedlings/Cuttings;D;N;Healthy;Healthyy;Health;Alive;Alive;Pestalotiopsis,graphiumsp
191;Howick;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;D;F;Healthy;Dead,J-rooting;Discolorationn;Healthy;Wilted;Secondarybacterium/Fungi
192;Howick;Kwazulu-Natal;Acacia;dunni;Seed/Cuttings;D;F;Welldeveloped,J-rooting,Healthy,Plugbound;Welldeveloped;Discolorationn,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Discoloration,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Wilted,Discoloration;Xanthomonassp
193;WhiteRiver;Mpumalanga;eucalyptus;dunni;Seed/Cuttings;D;F;Die-back;Welldeveloped,J-rooting,Dead,Plugboundd;Cambium,Discolorationn,Sapwood;Wilted;Alive;Secondary/generalfungi&bacterium
194;Howick;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;D;F;Root:shootratio;Welldeveloped;Discolorationn,Outerbark,Betweenouterandinnerbark,Cambium,Sapwood;Wilted;Notip;Secondarybacterium/Fungi
195;Howick;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;D;F;Root:shootratio;Welldeveloped,J-rooting;Health;Wilted,Die-back;Alive;Secondarybacterium/Fungi
196;Hilton;Kwazulu-Natal;Pinus;dunni;Seed;A;F;Root:shootratio;Welldeveloped,J-rooting,Dead;UnHealth;Wilted;Wilted,Discoloration;Secondarybacterium/Fungi
197;Hilton;Kwazulu-Natal;Pinus;dunni;Seed;A;F;Root:shootratio;Welldeveloped,J-rooting,Dead,Plugboundd;Sapwood;Alive;Wilted,Discoloration;Secondarybacterium/Fungi
198;Hilton;Kwazulu-Natal;Pinus;dunni;Seed;A;F;Die-back;Welldeveloped,J-rooting,Dead,Plugboundd;Mechanicaldamage;Alive;Wilted,Discoloration;Secondarybacterium/Fungi
199;Howick;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;D;N;Healthy;Welldeveloped,J-rooting,Dead,Plugboundd;Discolorationn,Outerbark,Cambium,Betweenouterandinnerbark;Discoloration,Outerbark,Cambium,Betweenouterandinnerbark;Wilted,Discoloration;FusariumandDiplodiascreening
200;Howick;Kwazulu-Natal;Pinus;dunni;Leaves/Needles,Twigs/Branch,Seed,roots;A;F;Healthy;Welldeveloped,J-rooting,Dead,Plugboundd;Discolorationn,Outerbark,Cambium,Betweenouterandinnerbark,Sapwood;Discoloration,Outerbark,Cambium,Betweenouterandinnerbark;Wilted,S;FusariumcircitumandDiplodiascreening
201;Ngodwana;Mpumalanga;eucalyptus;dunni;Seed/Cuttings;D;F;Root:shootratio;Welldeveloped,Healthyy;Girdling,Discolorationn,Outerbark,Betweenouterandinnerbark;Healthy;Wilted,Discoloration;ScreeningforFungal/bacteriumlpathogens
202;Concardia;WesternCape;Pinus;dunni;Branch;D;F;Die-back;Welldeveloped,Dead;Health;Alive;Alive;Ssapinea
203;Nyalazi;Kwazulu-Natal;eucalyptus;dunni;foliage,Seed;D;F;Die-back,Healthy;Welldeveloped,Dead;Health,Discolorationn;Wilted;Alive;FSPrysphearia
204;Kwambonambi;Kwazulu-Natal;eucalyptus;dunni;Seed,Branch;D;F;Die-back,Healthy;Welldeveloped,Healthyy;Health;Sapwood;Alive;FSPsp
205;Buffelsnek;Comrie;eucalyptus;dunni;Seed;D;F;Die-back;Welldeveloped,J-rooting,Healthyy;Outerbark;Healthy;Alive;Cylindrocladium
206;Dalton;WesternCape;Pinus;dunni;Seed,Seed;D;F;Die-back,Healthy;Welldeveloped;Health;Kino/Gum/ResinExudation,Discoloration;Alive;Ssapinea
207;ICFRtrialsite;Comrie;eucalyptus;dunni;leaves;D;F;Die-back,Healthy;Welldeveloped,Dead;Health;Wilted;Alive;Mycosphaerella
208;Howick;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;A;N;Healthy;Welldeveloped,Healthyy;Discolorationn,Health;Healthy;Alive;Fusariumscreening
209;Ngodwana;Mpumalanga;Pinus;dunni;Seed/Cuttings;A;F;Die-back,Healthy;Dead;Discolorationn;Sapwood;Dead;Fusariumscreening
210;Howick;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;D;N;Drytunted;Welldeveloped;Discolorationn;Discoloration;Wilted;Fusariumscreening
211;Ngodwana;Mpumalanga;Pinus;dunni;Seed/Cuttings;A;N;Die-back;Welldeveloped;Health;Discoloration,Betweenouterandinnerbark;Wilted,Discoloration;Fusariumscreening
212;Ngodwana;Mpumalanga;Pinus;dunni;Seed/Cuttings;A;N;Healthy;Dead;Discolorationn;Discoloration;Wilted;Fusariumscreening
213;klipkraal;WesternCape;Pinus;dunni;Seed/Cuttings;A;N;Brancheshaveresin,somediscolorationcuttingsthereforenorootsandRC;Welldeveloped,Fewroots,Dead;Discolorationn;Alive;Wilted,Discoloration;Fusariumscreening
214;Ngodwana;Mpumalanga;Pinus;dunni;Seed/Cuttings;D;N;Brancheshaveresin,somediscolorationcuttingsthereforenorootsandRC;Welldeveloped,Healthyy,Dead;Health;Healthy;Alive;Fusariumscreening
215;Ngodwana;Mpumalanga;Pinus;dunni;Seed/Cuttings;D;N;Die-back;Welldeveloped,Healthyy,Dead;Discolorationn;Healthy;Alive;Fusariumscreening
216;Howick;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;D;F;Drytunted;Dead;Discolorationn;Discoloration;Dead;Fusariumscreening
217;Howick;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;A;F;Die-back,Healthy;Dead;Discolorationn;Discoloration;Dead;Fusariumscreening
218;Ngodwana;Mpumalanga;Pinus;dunni;Seed/Cuttings;A;N;Drytunted;Fewroots;Discolorationn;Discoloration;Scorch;Fusariumscreening
219;Howick;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;D;N;Healthy;Welldeveloped,Dead;Discolorationn;Discoloration;Alive;Fusariumscreening
220;Howick;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;A;N;Healthy;Welldeveloped;Discolorationn;Healthy;Alive;Fusariumscreening
221;Howick;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;D;N;Die-back;Welldeveloped,Healthyy;Health;Discoloration;Alive;Fusariumscreening
222;Howick;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;D;N;Die-back;Welldeveloped,Healthyy;Health;Healthy;Alive;Fusariumscreening
223;klipkraal;WesternCape;Pinus;dunni;Seed/Cuttings;A;N;Healthy;Healthyy;Health;Healthy;Alive;Fusariumscreening
224;Ixopo;Kwazulu-Natal;Acacia;dunni;Soilsample;A;N;Die-back;Welldeveloped,Healthyy,Plugboundd;Outerbark;Alive;Wilted,Discoloration;Fusariumscreening
225;WhiteRiver;WesternCape;Pinus;dunni;Seed/Cuttings;A;F;Healthy;Welldeveloped,Healthyy;Health;Healthy;Alive;Fusariumscreening
226;Ngodwana;Mpumalanga;Pinus;dunni;Seed/Cuttings;D;N;Brancheshaveresin,somediscolorationcuttingsthereforenorootsandRC;Welldeveloped,Healthyy,Dead;Health;Healthy;Alive;Fusariumscreening
227;Ngodwana;Mpumalanga;Pinus;dunni;Seed/Cuttings;A;N;Drytunted;Welldeveloped,Dead;Discolorationn;Discoloration;Alive;Fusariumscreening
228;Ngodwana;Mpumalanga;Pinus;dunni;Seed/Cuttings;A;N;Drycorch;Dead;Health;Healthy;Alive;Fusariumscreening
229;Howick;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;D;N;Healthy;Dead;Discolorationn;Discoloration;Dead;Fusariumscreening
230;WhiteRiver;Mpumalanga;Pinus;dunni;Seed/Cuttings;D;N;Brancheshaveresin,somediscolorationcuttingsthereforenorootsandRC;Welldeveloped,Dead;Health;Healthy;Alive;Fusariumscreening
231;WhiteRiver;Mpumalanga;Pinus;dunni;Seed/Cuttings;D;N;Die-back,Healthy;Welldeveloped,Healthyy;Health;Healthy;Alive;Fusariumscreening
232;WhiteRiver;Mpumalanga;Pinus;dunni;Seed/Cuttings;D;N;Die-back,Healthy;Welldeveloped,Dead;Health;Healthy;Alive;Fusariumscreening
233;WhiteRiver;Mpumalanga;Pinus;dunni;Seed/Cuttings;D;N;Die-back;Welldeveloped,Fewroots,Dead;Health;Healthy;Dead;Fusariumscreening
234;Ngodwana;Mpumalanga;Pinus;dunni;Twigs/Branch,Leaves/Needles,Seed,roots;D;N;Die-back,Healthy;Dead;Discolorationn;Discoloration;Dead;Fusariumscreening
235;Paulpietersburg;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;D;N;Root:shootratio;Welldeveloped,Dead;Discolorationn,Sapwood;Healthy;Dead;Fusariumscreening
236;Paulpietersburg;Kwazulu-Natal;Pinus;dunni;Soil;A;N;Die-back;Fewroots;Mechanicaldamage;Alive;Wilted,Discoloration;Fusariumscreening
237;Paulpietersburg;Kwazulu-Natal;Pinus;dunni;Soil;A;N;Die-back,Healthy;Dead;Discolorationn;Kino/Gum/ResinExudation,Discoloration;Alive;Fusariumscreening
238;Paulpietersburg;Kwazulu-Natal;Pinus;dunni;Soil;A;N;Brancheshaveresin,somediscolorationcuttingsthereforenorootsandRC;Fewroots,Dead,Plugboundd;AlmostDead,Brownfromthetop;Alive;Wilted,Discoloration;Fusariumscreening
239;Howick;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;D;F;Welldeveloped,J-rooting;Discoloration,Outerbark,Cambium;Discolorationn;Dead;Alive;Fusariumscreening
240;Howick;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;A;N;Die-back,Healthy;Welldeveloped,Dead;Discolorationn,Outerbark,Cambium,Betweenouterandinnerbark,Fruitingbodies;Discoloration,Outerbark,Betweenouterandinnerbark;Dead;Fusariumscreening
241;Howick;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;D;F;Die-back,Healthy;Welldeveloped,J-rooting;Discolorationn;Discoloration;Wilted,Discoloration;Fusariumscreening
242;Scottsville;WesternCape;Pinus;dunni;Seed/Cuttings;A;N;Healthy;Welldeveloped,Healthyy;Health;Healthy;Wilted,Discoloration;Fusariumscreening
243;Scottsville;WesternCape;Pinus;dunni;Seed/Cuttings;A;N;Brancheshaveresin,somediscolorationcuttingsthereforenorootsandRC;Welldeveloped,Healthyy;Health;Healthy;Alive;Fusariumscreening
244;Scottsville;WesternCape;Pinus;dunni;Seed/Cuttings;A;N;Healthy;Welldeveloped;Health;Healthy;Alive;Fusariumscreening
245;Howick;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;D;N;Die-back,Healthy;Fewroots,Dead;Discolorationn,Outerbark,Cambium,Betweenouterandinnerbark;Discoloration,Outerbark,Cambium,Betweenouterandinnerbark;Alive;Fusariumscreening
246;ElandshoogteHealthy;WesternCape;Pinus;dunni;Seed/Cuttings;D;N;Die-back;Welldeveloped,Dead;Discolorationn;Discoloration;Discoloration;Fusariumscreening
247;Kataza;WesternCape;eucalyptus;dunni;Seed/Cuttings;D;N;Die-back;Welldeveloped,Healthyy;Health;Healthy;Wilted;Bdothidea
248;Newcastle;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;D;N;Die-back,Healthy;Welldeveloped;Discolorationn,Cambium,Betweenouterandinnerbark;Healthy;Alive;Fusariumscreening
249;Cascades;Mpumalanga;eucalyptus;dunni;Seed/Cuttings;D;F;Die-back;Welldeveloped,Healthyy;Mechanicaldamage,Health;Healthy;Alive;Fusariumscreening
250;Howick;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;D;F;Healthy;Welldeveloped,Healthyy,J-rooting;Discolorationn;Discoloration;Wilted,Dead,Discoloration;ScreeningforFusariumciricnatum
251;Howick;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;D;F;Root:shootratio;Welldeveloped,Healthyy;Health;Healthy,Discoloration,Outerbark;Alive;Bdothidea
252;Howick;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;D;F;Brancheshaveresin,somediscolorationcuttingsthereforenorootsandRC;Fewroots;Health;Discoloration,Outerbark;Alive;Fusariumciricnatum
253;Howick;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;D;F;Root:shootratio;Welldeveloped;Discolorationn,Outerbark;Discoloration,Outerbark;Drys;Diplodia,
254;Sabie;Mpumalanga;Acacia;dunni;Seed/Cuttings;A;F;Root:shootratio;Welldeveloped;Discolorationn,Outerbark,Cambium;Discoloration,Outerbark;Alive;AllsamplestestednegativeforFusariumciricnatum
255;Sabie;Mpumalanga;eucalyptus;dunni;Seed/Cuttings;A;F;Root:shootratio;Fewroots;Health;Healthy;Alive;Fusariumciricnatum
256;Howick;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;A;F;Die-back,Healthy;Welldeveloped;Discolorationn,Sapwood,Cambium;Discoloration,Sapwood,Cambium;Wilted,Discoloration;Fusariumciricnatum
257;Howick;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;D;F;Brancheshaveresin,somediscolorationcuttingsthereforenorootsandRC;Welldeveloped,Dead;Discolorationn,Outerbark,Betweeninnerandouterbark;Discoloration,Outerbark,Betweeninnerandouterbark;Alive;Fusariumciricnatum
258;Howick;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;D;F;Die-back;Welldeveloped,Dead;Discolorationn,Outerbark;Healthy;Alive;9isolatesofFusariumciricnatum
259;Howick;Kwazulu-Natal;eucalyptus;dunni;Seed/Cuttings;D;F;Die-back;Welldeveloped,Dead;Discolorationn,Outerbark;Healthy;Alive;Foxy
260;Howick;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;A;F;Die-back;Welldeveloped,Dead,J-rooting;Discolorationn,Cambium;Discoloration;Dead;Fusariumciricnatum
261;Howick;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;A;F;Die-back;Welldeveloped,Dead,J-rooting;Discolorationn,Outerbark,Cambium,Betweeninnerandouterbark;Discoloration,Betweenouterandinnerbark;Alive;Fcir
262;Howick;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;A;F;Brancheshaveresin,somediscolorationcuttingsthereforenorootsandRC;Welldeveloped,Dead;Discolorationn,Betweenouterandinnerbark,Cambium;Discoloration,Cambium;Alive;Fusariumciricnatum
263;Howick;Kwazulu-Natal;eucalyptus;dunni;Seed/Cuttings;D;F;Die-back,Healthy;Welldeveloped,Dead;Discolorationn,Outerbark,Betweenouterandinnerbark,Cambium;Discoloration,Outerbark,Betweenouterandinnerbark,Cambium;Alive;Basidiomycetess
264;Howick;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;D;F;Die-back,Healthy;Welldeveloped,Dead;Discolorationn;Sapwood;Alive,Discoloration;Fusariumciricnatum
265;Ngodwana;Mpumalanga;Acacia;dunni;Seed/Cuttings;A;F;Healthy;Welldeveloped;Discolorationn,Outerbark,Betweenouterandinnerbark;Healthy;Alive;trichodermasp,Fusariumciricnatum
266;Howick;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;D;F;Die-back,Healthy;Welldeveloped,Dead;Health;Healthy;Alive;9isolatesofFusariumciricnatum
267;Howick;Kwazulu-Natal;eucalyptus;dunni;Seed/Cuttings;A;F;Healthy;Welldeveloped,Dead;Health;Healthy;Alive;Bdothidea
268;Howick;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;D;F;Brancheshaveresin,somediscolorationcuttingsthereforenorootsandRC;Welldeveloped,Dead;Discolorationn,Outerbark,Betweenouterandinnerbark;Healthy,Discoloration,Outerbark,Betweenouterandinnerbark;Alive;Fusariumciricnatum
269;Hilton;Kwazulu-Natal;eucalyptus;dunni;Seed/Cuttings;D;F;Die-back,Healthy;Fewroots,Dead;Discolorationn,Outerbark,Betweenouterandinnerbark,Cambium,Sapwood;Healthy;Alive;ScreeningforFusariumciricnatum/Diplodia
270;Howick;Kwazulu-Natal;Pinus;dunni;Seed/Cuttings;D;F;Die-back;Fewroots;Discolorationn,Outerbark,Betweenouterandinnerbark,Cambium,Sapwood;Discoloration,Outerbark,Betweenouterandinnerbark,Cambium,Sapwood;Wilted,Alive;Fusariumciricnatum
